year,age,males[M],females[M],birth_rate[/y],birth_ratio,male_deathrate[/y],female_deathrate[/y],births[M/y],male_births[M/y],female_births[M/y],male_deaths[M/y],female_deaths[M/y],immigrants[M/y],male_change[pu],female_change[pu]
2020,0.0,1.766703,1.695028,0.0,0.0,0.003049,0.002541,0.0,0.0,0.0,0.005387,0.004307,0.0,,
2020,1.0,1.80332,1.7338,0.0,0.0,0.002531,0.001978,0.0,0.0,0.0,0.004564,0.003429,0.0,,
2020,2.0,1.877109,1.802045,0.0,0.0,0.001976,0.001453,0.0,0.0,0.0,0.003709,0.002618,0.0,,
2020,3.0,1.942635,1.86351,0.0,0.0,0.001388,0.000964,0.0,0.0,0.0,0.002696,0.001796,0.0,,
2020,4.0,2.007788,1.923454,0.0,0.0,0.000769,0.000506,0.0,0.0,0.0,0.001544,0.000973,0.0,,
2020,5.0,2.035021,1.949811,0.0,0.0,0.000122,7.7e-05,0.0,0.0,0.0,0.000248,0.00015,0.0,,
2020,6.0,2.034056,1.946373,0.0,0.0,0.00015,8.9e-05,0.0,0.0,0.0,0.000305,0.000173,0.0,,
2020,7.0,2.056674,1.969716,0.0,0.0,0.000177,0.000101,0.0,0.0,0.0,0.000364,0.000199,0.0,,
2020,8.0,2.068614,1.974365,0.0,0.0,0.000206,0.000112,0.0,0.0,0.0,0.000426,0.000221,0.0,,
2020,9.0,2.100535,2.005816,0.0,0.0,0.000235,0.000122,0.0,0.0,0.0,0.000494,0.000245,0.0,,
2020,10.0,2.153039,2.055824,0.0001998,0.97,0.000265,0.000132,0.000411,0.0,0.0,0.000571,0.000271,0.0,,
2020,11.0,2.198525,2.099164,0.00045854099999999997,0.97,0.000374,0.000182,0.000963,0.0,0.0,0.000822,0.000382,0.0,,
2020,12.0,2.249472,2.151157,0.000717282,0.97,0.000485,0.000229,0.001543,0.001,0.001,0.001091,0.000493,0.0,,
2020,13.0,2.249198,2.145517,0.000977022,0.97,0.000598,0.000275,0.002096,0.001,0.001,0.001345,0.00059,0.0,,
2020,14.0,2.208497,2.104242,0.001235763,0.97,0.000712,0.000319,0.0026,0.001,0.001,0.001572,0.000671,0.0,,
2020,15.0,2.211307,2.103524,0.001494504,0.97,0.000827,0.000361,0.003144,0.002,0.002,0.001829,0.000759,0.0,,
2020,16.0,2.227537,2.11693,0.013713273,0.97,0.000972,0.000414,0.02903,0.014,0.015,0.002165,0.000876,0.0,,
2020,17.0,2.204392,2.095911,0.025931043,0.97,0.001118,0.000465,0.054349,0.027,0.028,0.002465,0.000975,0.0,,
2020,18.0,2.253981,2.183752,0.038148813,0.97,0.001271,0.000517,0.083308,0.041,0.042,0.002865,0.001129,0.037037,,
2020,19.0,2.389017,2.333501,0.050366583,0.97,0.001424,0.000566,0.11753,0.058,0.06,0.003402,0.001321,0.037037,,
2020,20.0,2.355956,2.285508,0.062585352,0.97,0.001573,0.000612,0.143039,0.07,0.073,0.003706,0.001399,0.037037,,
2020,21.0,2.300602,2.228535,0.068005926,0.97,0.001651,0.000653,0.151554,0.075,0.077,0.003798,0.001455,0.037037,,
2020,22.0,2.222753,2.1478,0.073427499,0.97,0.001727,0.000695,0.157708,0.078,0.08,0.003839,0.001493,0.037037,,
2020,23.0,2.181628,2.106132,0.07884907199999999,0.97,0.001803,0.000738,0.166067,0.082,0.084,0.003933,0.001554,0.037037,,
2020,24.0,2.191873,2.122376,0.084270645,0.97,0.00188,0.000783,0.178854,0.088,0.091,0.004121,0.001662,0.037037,,
2020,25.0,2.198156,2.141859,0.089692218,0.97,0.001956,0.000829,0.192108,0.095,0.098,0.0043,0.001776,0.037037,,
2020,26.0,2.209884,2.167654,0.090648261,0.97,0.002061,0.000888,0.196494,0.097,0.1,0.004555,0.001925,0.037037,,
2020,27.0,2.245404,2.215043,0.091605303,0.97,0.002163,0.000949,0.20291,0.1,0.103,0.004857,0.002102,0.037037,,
2020,28.0,2.273683,2.257151,0.092562345,0.97,0.002264,0.001011,0.208927,0.103,0.106,0.005148,0.002282,0.037037,,
2020,29.0,2.329117,2.316357,0.093518388,0.97,0.002363,0.001074,0.216622,0.107,0.11,0.005504,0.002488,0.037037,,
2020,30.0,2.321937,2.317853,0.09447543,0.97,0.00246,0.001139,0.21898,0.108,0.111,0.005712,0.00264,0.037037,,
2020,31.0,2.258112,2.265051,0.085885029,0.97,0.002556,0.001207,0.194534,0.096,0.099,0.005772,0.002734,0.037037,,
2020,32.0,2.227106,2.239257,0.07729462799999999,0.97,0.002648,0.001276,0.173083,0.085,0.088,0.005897,0.002857,0.037037,,
2020,33.0,2.204335,2.218702,0.068704227,0.97,0.002738,0.001346,0.152434,0.075,0.077,0.006035,0.002986,0.037037,,
2020,34.0,2.231554,2.244753,0.060113825999999995,0.97,0.002826,0.001418,0.134941,0.066,0.068,0.006306,0.003183,0.037037,,
2020,35.0,2.201197,2.217735,0.051523425000000005,0.97,0.002912,0.001493,0.114265,0.056,0.058,0.00641,0.003311,0.037037,,
2020,36.0,2.161206,2.184859,0.043570386,0.97,0.00305,0.001598,0.095195,0.047,0.048,0.006592,0.003491,0.037037,,
2020,37.0,2.184806,2.221095,0.035617347,0.97,0.003185,0.001707,0.07911,0.039,0.04,0.006959,0.003791,0.037037,,
2020,38.0,2.14866,2.191181,0.027665307,0.97,0.003316,0.001818,0.06062,0.03,0.031,0.007125,0.003984,0.037037,,
2020,39.0,2.161379,2.200488,0.019712267999999998,0.97,0.003442,0.001932,0.043377,0.021,0.022,0.007439,0.004251,0.037037,,
2020,40.0,2.12591,2.167371,0.011759229,0.97,0.003566,0.002049,0.025487,0.013,0.013,0.007581,0.004441,0.037037,,
2020,41.0,2.024191,2.071425,0.009587403,0.97,0.003822,0.002197,0.01986,0.01,0.01,0.007736,0.004551,0.037037,,
2020,42.0,1.993686,2.049265,0.007414578,0.97,0.004079,0.002344,0.015194,0.007,0.008,0.008132,0.004803,0.037037,,
2020,43.0,1.946191,2.000934,0.005241753,0.97,0.004334,0.002491,0.010488,0.005,0.005,0.008435,0.004984,0.037037,,
2020,44.0,1.917218,1.972151,0.003069927,0.97,0.00459,0.002638,0.006054,0.003,0.003,0.0088,0.005203,0.037037,,
2020,45.0,1.931542,1.980612,0.000897102,0.97,0.004843,0.002783,0.001777,0.001,0.001,0.009354,0.005512,0.0,,
2020,46.0,1.88544,1.941081,0.000717282,0.776,0.005279,0.003034,0.001392,0.001,0.001,0.009953,0.005889,0.0,,
2020,47.0,1.936782,2.004573,0.000538461,0.582,0.005716,0.003285,0.001079,0.0,0.001,0.011071,0.006585,0.0,,
2020,48.0,2.022843,2.090364,0.000358641,0.388,0.006149,0.003534,0.00075,0.0,0.001,0.012438,0.007387,0.0,,
2020,49.0,2.154833,2.219838,0.00017982000000000002,0.194,0.00658,0.003782,0.000399,0.0,0.0,0.014179,0.008395,0.0,,
2020,50.0,2.100916,2.162442,0.0,0.0,0.007013,0.00403,0.0,0.0,0.0,0.014734,0.008715,0.0,,
2020,51.0,2.026702,2.096947,0.0,0.0,0.007732,0.004444,0.0,0.0,0.0,0.01567,0.009319,0.0,,
2020,52.0,1.976749,2.05107,0.0,0.0,0.00845,0.004856,0.0,0.0,0.0,0.016704,0.00996,0.0,,
2020,53.0,1.995163,2.076795,0.0,0.0,0.009169,0.005269,0.0,0.0,0.0,0.018294,0.010943,0.0,,
2020,54.0,2.047597,2.136204,0.0,0.0,0.009887,0.005682,0.0,0.0,0.0,0.020245,0.012138,0.0,,
2020,55.0,2.135187,2.239187,0.0,0.0,0.01061,0.006098,0.0,0.0,0.0,0.022654,0.013655,0.0,,
2020,56.0,2.161049,2.275847,0.0,0.0,0.011634,0.006694,0.0,0.0,0.0,0.025142,0.015235,0.0,,
2020,57.0,2.156912,2.277101,0.0,0.0,0.012655,0.00729,0.0,0.0,0.0,0.027296,0.0166,0.0,,
2020,58.0,2.148208,2.275343,0.0,0.0,0.013678,0.007888,0.0,0.0,0.0,0.029383,0.017948,0.0,,
2020,59.0,2.162479,2.302115,0.0,0.0,0.014704,0.00849,0.0,0.0,0.0,0.031797,0.019545,0.0,,
2020,60.0,2.124233,2.271934,0.0,0.0,0.01573,0.009093,0.0,0.0,0.0,0.033414,0.020659,0.0,,
2020,61.0,2.077961,2.236605,0.0,0.0,0.016897,0.009881,0.0,0.0,0.0,0.035111,0.0221,0.0,,
2020,62.0,2.065744,2.23583,0.0,0.0,0.018051,0.010681,0.0,0.0,0.0,0.037289,0.023881,0.0,,
2020,63.0,1.998632,2.178222,0.0,0.0,0.019196,0.011495,0.0,0.0,0.0,0.038366,0.025039,0.0,,
2020,64.0,1.941369,2.126652,0.0,0.0,0.020326,0.012319,0.0,0.0,0.0,0.03946,0.026198,0.0,,
2020,65.0,1.890171,2.082105,0.0,0.0,0.021444,0.013156,0.0,0.0,0.0,0.040533,0.027392,0.0,,
2020,66.0,1.79225,1.996136,0.0,0.0,0.023427,0.014569,0.0,0.0,0.0,0.041987,0.029082,0.0,,
2020,67.0,1.730865,1.937987,0.0,0.0,0.025372,0.015997,0.0,0.0,0.0,0.043916,0.031002,0.0,,
2020,68.0,1.654883,1.862361,0.0,0.0,0.027291,0.01745,0.0,0.0,0.0,0.045163,0.032498,0.0,,
2020,69.0,1.562618,1.774491,0.0,0.0,0.029197,0.018935,0.0,0.0,0.0,0.045624,0.0336,0.0,,
2020,70.0,1.510625,1.725924,0.0,0.0,0.031068,0.020439,0.0,0.0,0.0,0.046932,0.035276,0.0,,
2020,71.0,1.456117,1.674402,0.0,0.0,0.034737,0.023189,0.0,0.0,0.0,0.050581,0.038828,0.0,,
2020,72.0,1.455822,1.675979,0.0,0.0,0.038336,0.025973,0.0,0.0,0.0,0.05581,0.04353,0.0,,
2020,73.0,1.404547,1.625147,0.0,0.0,0.041897,0.028815,0.0,0.0,0.0,0.058846,0.046829,0.0,,
2020,74.0,1.044444,1.228876,0.0,0.0,0.045452,0.03174,0.0,0.0,0.0,0.047472,0.039005,0.0,,
2020,75.0,1.008651,1.204748,0.0,0.0,0.048947,0.034714,0.0,0.0,0.0,0.04937,0.041822,0.0,,
2020,76.0,0.981982,1.184398,0.0,0.0,0.055164,0.039573,0.0,0.0,0.0,0.05417,0.04687,0.0,,
2020,77.0,0.956672,1.170105,0.0,0.0,0.061337,0.044512,0.0,0.0,0.0,0.058679,0.052084,0.0,,
2020,78.0,0.810798,1.009978,0.0,0.0,0.067467,0.049535,0.0,0.0,0.0,0.054702,0.050029,0.0,,
2020,79.0,0.720483,0.916382,0.0,0.0,0.073544,0.054639,0.0,0.0,0.0,0.052987,0.05007,0.0,,
2020,80.0,0.649505,0.844918,0.0,0.0,0.079561,0.05982,0.0,0.0,0.0,0.051675,0.050543,0.0,,
2020,81.0,0.604381,0.795382,0.0,0.0,0.090996,0.069251,0.0,0.0,0.0,0.054996,0.055081,0.0,,
2020,82.0,0.546706,0.735643,0.0,0.0,0.102362,0.078861,0.0,0.0,0.0,0.055962,0.058014,0.0,,
2020,83.0,0.480314,0.664445,0.0,0.0,0.113627,0.088633,0.0,0.0,0.0,0.054577,0.058892,0.0,,
2020,84.0,0.43548,0.618918,0.0,0.0,0.124745,0.098535,0.0,0.0,0.0,0.054324,0.060985,0.0,,
2020,85.0,0.391613,0.57425,0.0,0.0,0.135741,0.108593,0.0,0.0,0.0,0.053158,0.06236,0.0,,
2020,86.0,0.326659,0.49382,0.0,0.0,0.141294,0.114687,0.0,0.0,0.0,0.046155,0.056635,0.0,,
2020,87.0,0.294477,0.463073,0.0,0.0,0.146776,0.120903,0.0,0.0,0.0,0.043222,0.055987,0.0,,
2020,88.0,0.257389,0.419723,0.0,0.0,0.15209,0.127166,0.0,0.0,0.0,0.039146,0.053374,0.0,,
2020,89.0,0.224242,0.384202,0.0,0.0,0.157332,0.133558,0.0,0.0,0.0,0.03528,0.051313,0.0,,
2020,90.0,0.187581,0.339522,0.0,0.0,0.162431,0.140027,0.0,0.0,0.0,0.030469,0.047542,0.0,,
2020,91.0,0.149833,0.286967,0.0,0.0,0.196881,0.172099,0.0,0.0,0.0,0.029499,0.049387,0.0,,
2020,92.0,0.122276,0.249782,0.0,0.0,0.230781,0.204593,0.0,0.0,0.0,0.028219,0.051104,0.0,,
2020,93.0,0.094875,0.206538,0.0,0.0,0.264022,0.23743,0.0,0.0,0.0,0.025049,0.049038,0.0,,
2020,94.0,0.072182,0.166728,0.0,0.0,0.296526,0.270553,0.0,0.0,0.0,0.021404,0.045109,0.0,,
2020,95.0,0.053157,0.133359,0.0,0.0,0.071016,0.070816,0.0,0.0,0.0,0.003775,0.009444,0.0,,
2020,96.0,0.049382,0.123915,0.0,0.0,0.076445,0.076205,0.0,0.0,0.0,0.003775,0.009443,0.0,,
2020,97.0,0.045607,0.114472,0.0,0.0,0.08275,0.082501,0.0,0.0,0.0,0.003774,0.009444,0.0,,
2020,98.0,0.041833,0.105028,0.0,0.0,0.09024,0.089919,0.0,0.0,0.0,0.003775,0.009444,0.0,,
2020,99.0,0.038058,0.095584,0.0,0.0,0.099191,0.098793,0.0,0.0,0.0,0.003775,0.009443,0.0,,
2020,100.0,0.034283,0.086141,0.0,0.0,0.110113,0.109634,0.0,0.0,0.0,0.003775,0.009444,0.0,,
2020,101.0,0.030508,0.076697,0.0,0.0,0.123705,0.123134,0.0,0.0,0.0,0.003774,0.009444,0.0,,
2020,102.0,0.026734,0.067253,0.0,0.0,0.141206,0.14041,0.0,0.0,0.0,0.003775,0.009443,0.0,,
2020,103.0,0.022959,0.05781,0.0,0.0,0.164424,0.163363,0.0,0.0,0.0,0.003775,0.009444,0.0,,
2020,104.0,0.019184,0.048366,0.0,0.0,0.196779,0.195261,0.0,0.0,0.0,0.003775,0.009444,0.0,,
2020,105.0,0.015409,0.038922,0.0,0.0,0.244987,0.242613,0.0,0.0,0.0,0.003775,0.009443,0.0,,
2020,106.0,0.011634,0.029479,0.0,0.0,0.324394,0.320364,0.0,0.0,0.0,0.003774,0.009444,0.0,,
2020,107.0,0.00786,0.020035,0.0,0.0,0.48028,0.471375,0.0,0.0,0.0,0.003775,0.009444,0.0,,
2020,108.0,0.004085,0.010591,0.0,0.0,0.924113,0.891606,0.0,0.0,0.0,0.003775,0.009443,0.0,,
2020,109.0,0.00031,0.001148,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.00031,0.001148,0.0,,
2021,0.0,1.697613,1.752693,0.0,0.0,0.003049,0.002541,0.0,0.0,0.0,0.005176,0.004454,0.0,1.527,1.624
2021,1.0,1.761316,1.690721,0.0,0.0,0.002531,0.001978,0.0,0.0,0.0,0.004458,0.003344,0.0,1.531,1.552
2021,2.0,1.798756,1.730371,0.0,0.0,0.001976,0.001453,0.0,0.0,0.0,0.003554,0.002514,0.0,1.491,1.515
2021,3.0,1.8734,1.799427,0.0,0.0,0.001388,0.000964,0.0,0.0,0.0,0.0026,0.001735,0.0,1.479,1.502
2021,4.0,1.939939,1.861714,0.0,0.0,0.000769,0.000506,0.0,0.0,0.0,0.001492,0.000942,0.0,1.464,1.488
2021,5.0,2.006244,1.922481,0.0,0.0,0.000122,7.7e-05,0.0,0.0,0.0,0.000245,0.000148,0.0,1.477,1.499
2021,6.0,2.034773,1.949661,0.0,0.0,0.00015,8.9e-05,0.0,0.0,0.0,0.000305,0.000174,0.0,1.492,1.515
2021,7.0,2.033751,1.9462,0.0,0.0,0.000177,0.000101,0.0,0.0,0.0,0.00036,0.000197,0.0,1.475,1.496
2021,8.0,2.05631,1.969517,0.0,0.0,0.000206,0.000112,0.0,0.0,0.0,0.000424,0.000221,0.0,1.477,1.504
2021,9.0,2.068188,1.974144,0.0,0.0,0.000235,0.000122,0.0,0.0,0.0,0.000486,0.000241,0.0,1.461,1.483
2021,10.0,2.100041,2.005571,0.00019960020000000001,0.97,0.000265,0.000132,0.0004,0.0,0.0,0.000557,0.000265,0.0,1.44,1.462
2021,11.0,2.152468,2.055553,0.00045808245899999996,0.97,0.000374,0.000182,0.000942,0.0,0.0,0.000805,0.000374,0.0,1.434,1.456
2021,12.0,2.197703,2.098782,0.000716564718,0.97,0.000485,0.000229,0.001504,0.001,0.001,0.001066,0.000481,0.0,1.422,1.441
2021,13.0,2.248381,2.150664,0.0009760449779999999,0.97,0.000598,0.000275,0.002099,0.001,0.001,0.001345,0.000591,0.0,1.444,1.468
2021,14.0,2.247853,2.144927,0.001234527237,0.97,0.000712,0.000319,0.002648,0.001,0.001,0.0016,0.000684,0.0,1.471,1.495
2021,15.0,2.206925,2.103571,0.001493009496,0.97,0.000827,0.000361,0.003141,0.002,0.002,0.001825,0.000759,0.0,1.45,1.475
2021,16.0,2.209478,2.102765,0.013699559727,0.97,0.000972,0.000414,0.028807,0.014,0.015,0.002148,0.000871,0.0,1.441,1.466
2021,17.0,2.225372,2.116054,0.025905111957,0.97,0.001118,0.000465,0.054817,0.027,0.028,0.002488,0.000984,0.0,1.463,1.487
2021,18.0,2.220445,2.113454,0.038110664186999994,0.97,0.001271,0.000517,0.080545,0.04,0.041,0.002822,0.001093,0.037037,1.429,1.426
2021,19.0,2.269634,2.201141,0.050316216417,0.97,0.001424,0.000566,0.110753,0.055,0.056,0.003232,0.001246,0.037037,1.369,1.372
2021,20.0,2.404133,2.350698,0.062522766648,0.97,0.001573,0.000612,0.146972,0.072,0.075,0.003782,0.001439,0.037037,1.445,1.466
2021,21.0,2.370768,2.3026269999999998,0.067937920074,0.97,0.001651,0.000653,0.156436,0.077,0.079,0.003914,0.001504,0.037037,1.465,1.482
2021,22.0,2.3153219999999997,2.2455979999999998,0.073354071501,0.97,0.001727,0.000695,0.164724,0.081,0.084,0.003999,0.001561,0.037037,1.492,1.511
2021,23.0,2.2374319999999996,2.164825,0.078770222928,0.97,0.001803,0.000738,0.170524,0.084,0.087,0.004034,0.001598,0.037037,1.484,1.503
2021,24.0,2.1962129999999997,2.123096,0.08418637435500001,0.97,0.00188,0.000783,0.178736,0.088,0.091,0.004129,0.001662,0.037037,1.458,1.472
2021,25.0,2.20627,2.139232,0.08960252578200001,0.97,0.001956,0.000829,0.191681,0.094,0.097,0.004315,0.001773,0.037037,1.459,1.466
2021,26.0,2.2123739999999996,2.158601,0.090557612739,0.97,0.002061,0.000888,0.195478,0.096,0.099,0.00456,0.001917,0.037037,1.454,1.457
2021,27.0,2.2238469999999997,2.1842469999999996,0.091513697697,0.97,0.002163,0.000949,0.199889,0.098,0.101,0.00481,0.002073,0.037037,1.436,1.438
2021,28.0,2.2590649999999997,2.2314589999999996,0.092469782655,0.97,0.002264,0.001011,0.206343,0.102,0.105,0.005115,0.002256,0.037037,1.433,1.432
2021,29.0,2.287053,2.2733869999999996,0.093424869612,0.97,0.002363,0.001074,0.212391,0.105,0.108,0.005404,0.002442,0.037037,1.411,1.413
2021,30.0,2.3421309999999997,2.3323869999999998,0.09438095457,0.97,0.00246,0.001139,0.220133,0.108,0.112,0.005762,0.002657,0.037037,1.439,1.438
2021,31.0,2.334743,2.3337309999999998,0.085799143971,0.97,0.002556,0.001207,0.200232,0.099,0.102,0.005968,0.002817,0.037037,1.477,1.472
2021,32.0,2.2708579999999996,2.2808349999999997,0.07721733337199999,0.97,0.002648,0.001276,0.17612,0.087,0.089,0.006013,0.00291,0.037037,1.469,1.465
2021,33.0,2.239727,2.254918,0.068635522773,0.97,0.002738,0.001346,0.154767,0.076,0.079,0.006132,0.003035,0.037037,1.47,1.467
2021,34.0,2.216818,2.234234,0.060053712174,0.97,0.002826,0.001418,0.134174,0.066,0.068,0.006265,0.003168,0.037037,1.442,1.441
2021,35.0,2.243766,2.2600879999999997,0.051471901575000006,0.97,0.002912,0.001493,0.116331,0.057,0.059,0.006534,0.003374,0.037037,1.474,1.47
2021,36.0,2.2133049999999996,2.232942,0.043526815614,0.97,0.00305,0.001598,0.097193,0.048,0.049,0.006751,0.003568,0.037037,1.487,1.48
2021,37.0,2.173132,2.199886,0.035581729653,0.97,0.003185,0.001707,0.078276,0.039,0.04,0.006921,0.003755,0.037037,1.452,1.441
2021,38.0,2.1963649999999997,2.2358219999999998,0.027637641693,0.97,0.003316,0.001818,0.061793,0.03,0.031,0.007283,0.004065,0.037037,1.488,1.477
2021,39.0,2.160053,2.2057149999999996,0.019692555732,0.97,0.003442,0.001932,0.043436,0.021,0.022,0.007435,0.004261,0.037037,1.462,1.457
2021,40.0,2.172458,2.214755,0.011747469771,0.97,0.003566,0.002049,0.026018,0.013,0.013,0.007747,0.004538,0.037037,1.492,1.483
2021,41.0,2.136847,2.1814479999999996,0.009577815597,0.97,0.003822,0.002197,0.020894,0.01,0.011,0.008167,0.004793,0.037037,1.55,1.536
2021,42.0,2.034973,2.0853919999999997,0.007407163422,0.97,0.004079,0.002344,0.015447,0.008,0.008,0.008301,0.004888,0.037037,1.522,1.506
2021,43.0,2.004072,2.0629799999999996,0.005236511247,0.97,0.004334,0.002491,0.010803,0.005,0.005,0.008686,0.005139,0.037037,1.544,1.531
2021,44.0,1.956274,2.014468,0.0030668570730000002,0.97,0.00459,0.002638,0.006178,0.003,0.003,0.008979,0.005314,0.037037,1.542,1.529
2021,45.0,1.908418,1.966948,0.0008962048979999999,0.97,0.004843,0.002783,0.001763,0.001,0.001,0.009242,0.005474,0.0,1.506,1.498
2021,46.0,1.922188,1.9751,0.000716564718,0.776,0.005279,0.003034,0.001415,0.001,0.001,0.010147,0.005992,0.0,1.55,1.533
2021,47.0,1.875487,1.935192,0.0005379225389999999,0.582,0.005716,0.003285,0.001041,0.0,0.001,0.01072,0.006357,0.0,1.485,1.464
2021,48.0,1.925711,1.997988,0.000358282359,0.388,0.006149,0.003534,0.000716,0.0,0.001,0.011841,0.007061,0.0,1.446,1.434
2021,49.0,2.010405,2.082977,0.00017964018000000002,0.194,0.00658,0.003782,0.000374,0.0,0.0,0.013228,0.007878,0.0,1.397,1.389
2021,50.0,2.140654,2.211443,0.0,0.0,0.007013,0.00403,0.0,0.0,0.0,0.015012,0.008912,0.0,1.495,1.485
2021,51.0,2.086182,2.153727,0.0,0.0,0.007732,0.004444,0.0,0.0,0.0,0.01613,0.009571,0.0,1.523,1.504
2021,52.0,2.011032,2.087628,0.0,0.0,0.00845,0.004856,0.0,0.0,0.0,0.016993,0.010138,0.0,1.523,1.505
2021,53.0,1.960045,2.04111,0.0,0.0,0.009169,0.005269,0.0,0.0,0.0,0.017972,0.010755,0.0,1.484,1.464
2021,54.0,1.976869,2.065852,0.0,0.0,0.009887,0.005682,0.0,0.0,0.0,0.019545,0.011738,0.0,1.454,1.435
2021,55.0,2.027352,2.124066,0.0,0.0,0.01061,0.006098,0.0,0.0,0.0,0.02151,0.012953,0.0,1.418,1.395
2021,56.0,2.112533,2.225532,0.0,0.0,0.011634,0.006694,0.0,0.0,0.0,0.024577,0.014898,0.0,1.44,1.417
2021,57.0,2.135907,2.260612,0.0,0.0,0.012655,0.00729,0.0,0.0,0.0,0.02703,0.01648,0.0,1.454,1.432
2021,58.0,2.129616,2.260501,0.0,0.0,0.013678,0.007888,0.0,0.0,0.0,0.029129,0.017831,0.0,1.457,1.433
2021,59.0,2.118825,2.257395,0.0,0.0,0.014704,0.00849,0.0,0.0,0.0,0.031155,0.019165,0.0,1.442,1.415
2021,60.0,2.130682,2.28257,0.0,0.0,0.01573,0.009093,0.0,0.0,0.0,0.033516,0.020755,0.0,1.474,1.445
2021,61.0,2.090819,2.251275,0.0,0.0,0.016897,0.009881,0.0,0.0,0.0,0.035329,0.022245,0.0,1.487,1.454
2021,62.0,2.04285,2.214505,0.0,0.0,0.018051,0.010681,0.0,0.0,0.0,0.036875,0.023653,0.0,1.473,1.438
2021,63.0,2.028455,2.211949,0.0,0.0,0.019196,0.011495,0.0,0.0,0.0,0.038938,0.025426,0.0,1.515,1.475
2021,64.0,1.960266,2.153183,0.0,0.0,0.020326,0.012319,0.0,0.0,0.0,0.039844,0.026525,0.0,1.525,1.483
2021,65.0,1.901909,2.100454,0.0,0.0,0.021444,0.013156,0.0,0.0,0.0,0.040785,0.027634,0.0,1.535,1.489
2021,66.0,1.849638,2.054713,0.0,0.0,0.023427,0.014569,0.0,0.0,0.0,0.043331,0.029935,0.0,1.59,1.53
2021,67.0,1.750263,1.967054,0.0,0.0,0.025372,0.015997,0.0,0.0,0.0,0.044408,0.031467,0.0,1.589,1.531
2021,68.0,1.686949,1.906985,0.0,0.0,0.027291,0.01745,0.0,0.0,0.0,0.046039,0.033277,0.0,1.624,1.561
2021,69.0,1.60972,1.829863,0.0,0.0,0.029197,0.018935,0.0,0.0,0.0,0.046999,0.034648,0.0,1.67,1.595
2021,70.0,1.516994,1.740891,0.0,0.0,0.031068,0.020439,0.0,0.0,0.0,0.04713,0.035582,0.0,1.666,1.588
2021,71.0,1.463693,1.690648,0.0,0.0,0.034737,0.023189,0.0,0.0,0.0,0.050844,0.039204,0.0,1.692,1.607
2021,72.0,1.405536,1.635574,0.0,0.0,0.038336,0.025973,0.0,0.0,0.0,0.053883,0.042481,0.0,1.652,1.573
2021,73.0,1.400012,1.632449,0.0,0.0,0.041897,0.028815,0.0,0.0,0.0,0.058656,0.047039,0.0,1.709,1.62
2021,74.0,1.345701,1.578318,0.0,0.0,0.045452,0.03174,0.0,0.0,0.0,0.061165,0.050096,0.0,2.246,2.098
2021,75.0,0.996972,1.189871,0.0,0.0,0.048947,0.034714,0.0,0.0,0.0,0.048799,0.041305,0.0,1.98,1.818
2021,76.0,0.959281,1.162926,0.0,0.0,0.055164,0.039573,0.0,0.0,0.0,0.052918,0.04602,0.0,1.995,1.826
2021,77.0,0.927812,1.137528,0.0,0.0,0.061337,0.044512,0.0,0.0,0.0,0.056909,0.050634,0.0,2.015,1.827
2021,78.0,0.897993,1.118021,0.0,0.0,0.067467,0.049535,0.0,0.0,0.0,0.060585,0.055381,0.0,2.341,2.097
2021,79.0,0.756096,0.959949,0.0,0.0,0.073544,0.054639,0.0,0.0,0.0,0.055606,0.052451,0.0,2.437,2.139
2021,80.0,0.667496,0.866312,0.0,0.0,0.079561,0.05982,0.0,0.0,0.0,0.053107,0.051823,0.0,2.567,2.209
2021,81.0,0.59783,0.794375,0.0,0.0,0.090996,0.069251,0.0,0.0,0.0,0.0544,0.055011,0.0,2.644,2.256
2021,82.0,0.549385,0.740301,0.0,0.0,0.102362,0.078861,0.0,0.0,0.0,0.056236,0.058381,0.0,2.834,2.366
2021,83.0,0.490744,0.677629,0.0,0.0,0.113627,0.088633,0.0,0.0,0.0,0.055762,0.06006,0.0,3.104,2.525
2021,84.0,0.425737,0.605553,0.0,0.0,0.124745,0.098535,0.0,0.0,0.0,0.053109,0.059668,0.0,3.274,2.594
2021,85.0,0.381156,0.557933,0.0,0.0,0.135741,0.108593,0.0,0.0,0.0,0.051738,0.060588,0.0,3.527,2.713
2021,86.0,0.338455,0.51189,0.0,0.0,0.141294,0.114687,0.0,0.0,0.0,0.047822,0.058707,0.0,4.097,3.062
2021,87.0,0.280504,0.437185,0.0,0.0,0.146776,0.120903,0.0,0.0,0.0,0.041171,0.052857,0.0,4.348,3.104
2021,88.0,0.251255,0.407086,0.0,0.0,0.15209,0.127166,0.0,0.0,0.0,0.038213,0.051767,0.0,4.861,3.352
2021,89.0,0.218243,0.366349,0.0,0.0,0.157332,0.133558,0.0,0.0,0.0,0.034337,0.048929,0.0,5.433,3.556
2021,90.0,0.188962,0.332889,0.0,0.0,0.162431,0.140027,0.0,0.0,0.0,0.030693,0.046613,0.0,6.338,3.926
2021,91.0,0.157112,0.29198,0.0,0.0,0.196881,0.172099,0.0,0.0,0.0,0.030932,0.050249,0.0,7.723,4.502
2021,92.0,0.120334,0.23758,0.0,0.0,0.230781,0.204593,0.0,0.0,0.0,0.027771,0.048607,0.0,9.162,4.955
